gene,counts
SCRG1,3112.0
C6orf62,3110.0
EIF3E,3106.0
ZMAT3,3094.0
PBX1,3094.0
FAM168B,3091.0
FMR1,3090.0
PKIA,3089.0
ARL3,3089.0
MRPL20,3087.0
C1orf115,3086.0
HPRT1,3085.0
FLOT1,3084.0
NR2F1,3084.0
NRXN2,3084.0
CAB39,3081.0
WASL,3081.0
KCTD16,3080.0
SYNPR,3077.0
RNPS1,3071.0
CAP1,3071.0
CDIP1,3064.0
CDKN2D,3063.0
SOX2,3063.0
PSMD8,3062.0
DNAJA4,3062.0
AARS,3061.0
EIF4A1,3059.0
CYP51A1,3058.0
LRP1,3057.0
TNRC6B,3054.0
SESN3,3050.0
ZNF292,3048.0
JMJD1C,3046.0
CRMP1,3044.0
FAM192A,3042.0
PTPRN2,3037.0
TPM1,3035.0
SMDT1,3032.0
MBNL2,3032.0
MIAT,3031.0
AHI1,3030.0
SPIN1,3030.0
GNB5,3029.0
NMNAT2,3028.0
RAB14,3026.0
ST8SIA3,3025.0
SCN8A,3024.0
ATP6AP1,3023.0
PSMD2,3018.0
RHOBTB3,3018.0
MRPL41,3017.0
SYT7,3014.0
TRIR,3012.0
ZFAS1,3012.0
METTL9,3011.0
STX1A,3006.0
NMT1,3006.0
CHD2,3002.0
PTOV1,3002.0
MARF1,2996.0
CCPG1,2996.0
NFIC,2995.0
CWC15,2995.0
EDIL3,2991.0
JTB,2990.0
KIF3B,2988.0
GSTO1,2984.0
FUS,2982.0
ADAR,2982.0
SDCCAG8,2980.0
ALCAM,2980.0
RHOB,2979.0
SPCS1,2978.0
RORB,2977.0
RPL7L1,2977.0
CACNB4,2976.0
TXNL1,2974.0
PPP2R5E,2972.0
C1orf21,2972.0
CHURC1,2969.0
CAPZB,2969.0
PRKCA,2967.0
ROCK1,2967.0
SUMO1,2967.0
HIST1H4C,2963.0
RDH11,2962.0
DNAJC5,2959.0
RABAC1,2958.0
ZMYND11,2957.0
KCNC2,2950.0
PRUNE2,2946.0
TCEAL5,2945.0
MAP2K4,2941.0
NDUFS2,2940.0
TNR,2939.0
IL6ST,2938.0
BCAN,2934.0
GGNBP2,2932.0
FXYD7,2928.0
DNAJC7,2927.0
XRCC5,2926.0
ZYG11B,2922.0
HPCA,2921.0
PLPP3,2918.0
ERMN,2917.0
LYNX1,2917.0
CTBP1,2917.0
EIF3H,2916.0
BAZ1B,2914.0
OPA1,2913.0
S100A1,2911.0
PSMC6,2908.0
CNTNAP1,2903.0
RBMX,2902.0
RAP2A,2901.0
NDUFA12,2900.0
CBX5,2899.0
CNRIP1,2896.0
SCN1A,2895.0
ABHD17A,2894.0
MAL2,2894.0
PSMA4,2892.0
LY6E,2890.0
CAMLG,2889.0
ITPK1,2887.0
CDK14,2886.0
ARHGEF7,2883.0
TCP1,2880.0
MAPK8IP3,2878.0
RAB11FIP4,2877.0
ATP8A1,2876.0
RANGAP1,2873.0
HUWE1,2871.0
SGIP1,2871.0
HNRNPA0,2871.0
NDUFA10,2871.0
SLK,2870.0
MAPK8IP1,2868.0
CLSTN2,2867.0
TESPA1,2864.0
SMAP2,2860.0
EPHB6,2856.0
NISCH,2856.0
LRPAP1,2855.0
SLC9A6,2851.0
TUFM,2851.0
SEZ6L,2851.0
CPLX1,2850.0
PEG10,2846.0
SLC30A9,2845.0
CCT6A,2842.0
DHCR24,2842.0
TSPAN13,2840.0
TRIP11,2840.0
ARHGAP35,2839.0
NDUFB3,2836.0
DMXL2,2833.0
SPARC,2833.0
REEP2,2831.0
LAMTOR5,2829.0
SPCS2,2824.0
SEC63,2821.0
COPA,2819.0
LSM4,2818.0
RAD23A,2818.0
SDHC,2814.0
CTSF,2814.0
MRPL51,2813.0
DYNLT3,2812.0
PSMD4,2812.0
GNPTAB,2810.0
CMPK1,2808.0
GATM,2808.0
IRS2,2807.0
PFDN2,2804.0
HPCAL1,2804.0
IPCEF1,2804.0
DDX3X,2801.0
DOK6,2800.0
PUM1,2800.0
UBE2B,2799.0
SOBP,2793.0
CASC4,2792.0
NDUFA6,2788.0
COX14,2787.0
GFOD1,2785.0
DOC2A,2782.0
NBL1,2781.0
DHX36,2779.0
HBA2,2778.0
CADM3,2776.0
GDI2,2775.0
STRBP,2775.0
RAP1GDS1,2774.0
CCAR1,2774.0
EPN1,2770.0
ATPAF1,2769.0
COMMD6,2769.0
NCAN,2768.0
NAPG,2768.0
TBL1XR1,2765.0
BLOC1S6,2765.0
TSPYL2,2764.0
KCNA2,2759.0
PHF24,2756.0
EPHA4,2756.0
SSU72,2756.0
SRSF3,2755.0
DCAF6,2753.0
ESF1,2752.0
SCAMP1,2751.0
DCTN3,2749.0
SH3GLB2,2749.0
NAP1L4,2748.0
UBQLN2,2747.0
FAM133B,2746.0
SHOC2,2745.0
GRIA3,2744.0
PPM1L,2743.0
MICU3,2743.0
HNRNPUL2,2736.0
SUPT16H,2736.0
RNMT,2736.0
ARHGEF4,2734.0
THRB,2729.0
ETFB,2729.0
TMEM245,2729.0
PRPF4B,2727.0
OST4,2727.0
PTPRD,2724.0
KCNQ3,2724.0
CEP350,2723.0
TLK1,2722.0
CD47,2717.0
CALD1,2715.0
BCL2L2,2715.0
RAB5A,2713.0
OSBPL8,2704.0
THRAP3,2703.0
CCDC92,2702.0
RAP1GAP,2702.0
AURKAIP1,2702.0
HDLBP,2702.0
SCARB2,2701.0
PAQR6,2700.0
NDUFV3,2700.0
CAPRIN1,2700.0
SDCBP,2697.0
CALR,2696.0
PRRT2,2696.0
RAD23B,2694.0
NDUFS8,2694.0
AASDHPPT,2693.0
PON2,2693.0
CHD4,2692.0
LMBRD2,2692.0
UROS,2690.0
SCAPER,2684.0
PPP1R7,2680.0
LARP7,2679.0
DRAP1,2679.0
ANKH,2677.0
HSPA5,2676.0
GRSF1,2675.0
CHMP5,2673.0
KIAA0232,2673.0
SF3B1,2671.0
ANKRD26,2671.0
UBE2K,2668.0
TF,2667.0
TLN2,2664.0
NFIX,2661.0
GAD1,2660.0
PDAP1,2655.0
H1FX,2654.0
RANBP2,2654.0
RPS4Y1,2652.0
DNER,2652.0
KHDRBS1,2651.0
CCSAP,2650.0
PHACTR3,2648.0
PFDN4,2645.0
AP2A2,2643.0
ANP32B,2641.0
SC5D,2641.0
PPM1A,2641.0
ATP6V1G1,2637.0
ACYP2,2636.0
ARL2,2635.0
GRB2,2635.0
SELENOT,2633.0
SMAP1,2631.0
SVIP,2631.0
TCERG1,2630.0
LUZP1,2630.0
FASN,2628.0
KCNJ3,2626.0
FEM1B,2623.0
UHMK1,2623.0
ZKSCAN1,2621.0
GTF3A,2620.0
MAPK3,2620.0
TCEAL8,2617.0
RABGAP1L,2616.0
CACNG8,2613.0
SEM1,2611.0
SNHG8,2611.0
ENAH,2609.0
MARCKSL1,2609.0
IPO5,2604.0
UBA1,2603.0
MADD,2603.0
HOMER1,2603.0
SF3B2,2602.0
IK,2602.0
ITSN2,2601.0
CPEB4,2601.0
NOL7,2600.0
COPS8,2599.0
FGFR3,2599.0
PSMA6,2595.0
NKTR,2594.0
RSL24D1,2592.0
CAMK4,2589.0
EIF5A,2585.0
TMEM14A,2583.0
PPT1,2583.0
RAPGEF5,2581.0
SIRT2,2579.0
CELF1,2577.0
ATOX1,2575.0
ZBTB4,2574.0
SNRNP27,2574.0
SCAF11,2573.0
RAB40B,2572.0
METTL26,2572.0
PSMB6,2571.0
A2M,2566.0
MBOAT7,2566.0
HNRNPR,2565.0
TSPAN5,2565.0
DLG1,2564.0
ZFP91,2562.0
ARHGDIA,2561.0
THOC7,2561.0
TIMM17A,2561.0
ERBIN,2558.0
ZCCHC17,2557.0
FAM204A,2557.0
COA3,2555.0
JPH3,2555.0
CNDP2,2553.0
RWDD1,2552.0
GCSH,2550.0
BAG4,2550.0
USP8,2546.0
DDT,2545.0
GOLIM4,2545.0
ADGRL1,2545.0
AMZ2,2544.0
DNAJB2,2543.0
EIF3F,2543.0
FOXO3,2542.0
UBE2V1,2541.0
DAAM1,2541.0
FOXP1,2540.0
AGAP1,2540.0
PTEN,2540.0
CLCN3,2539.0
SPECC1,2539.0
USP33,2537.0
DOCK3,2537.0
CCDC47,2535.0
ENOPH1,2534.0
USP46,2534.0
MIGA1,2532.0
SMARCC2,2532.0
POLR2K,2530.0
KCNIP4,2530.0
PSMD12,2529.0
SCN2B,2529.0
CYC1,2526.0
EHBP1,2522.0
RAPGEF2,2520.0
AMD1,2519.0
NDUFS3,2519.0
CAND1,2518.0
PTK2B,2516.0
SLC2A13,2512.0
TMEM132B,2511.0
ABLIM1,2511.0
CMIP,2511.0
GRIA4,2510.0
PKIG,2509.0
NUDT21,2509.0
ZEB1,2507.0
CBX1,2506.0
SREBF2,2504.0
UBXN6,2504.0
TMEM183A,2502.0
VPS13C,2499.0
NNAT,2497.0
GRM3,2493.0
ECHS1,2493.0
RAB31,2491.0
DZIP1,2490.0
EZR,2489.0
CIR1,2489.0
GLRB,2488.0
HECTD1,2487.0
TCEAL6,2487.0
AP3D1,2486.0
PITPNB,2482.0
RSL1D1,2479.0
RAB18,2479.0
SSBP1,2479.0
MRFAP1L1,2478.0
PNKD,2477.0
PARP1,2477.0
TJP1,2475.0
ERI3,2473.0
PURB,2471.0
EMC4,2471.0
SPINT2,2471.0
KCNK1,2470.0
BZW1,2470.0
ASAH1,2469.0
PTPA,2467.0
LRPPRC,2466.0
ARHGAP26,2465.0
ITGB1BP1,2465.0
EPRS,2464.0
TMEM178A,2462.0
PALM,2460.0
VPS29,2459.0
FAM162A,2459.0
CDC37,2455.0
PRKCE,2454.0
BRSK1,2454.0
GABRA5,2454.0
STRAP,2454.0
SCN1B,2453.0
PDCD5,2452.0
IFI6,2451.0
RAB11FIP2,2451.0
SSR4,2450.0
STK39,2449.0
FAM171A1,2449.0
CYP46A1,2448.0
COX16,2448.0
MAGED2,2448.0
KIAA0930,2444.0
SBNO1,2443.0
ZBTB20,2443.0
TECR,2441.0
HLA-A,2438.0
ELAVL2,2436.0
ATF4,2434.0
TOP1,2432.0
ANP32A,2431.0
PPP1R1B,2431.0
CCT2,2430.0
RSRC1,2429.0
DMAC1,2426.0
EIF4E,2426.0
CSPG5,2423.0
ARHGAP32,2421.0
GNAI2,2420.0
TP53INP2,2419.0
RAB5B,2419.0
DENR,2418.0
ZNHIT1,2418.0
TOMM6,2417.0
PITPNA,2416.0
EXOSC6,2416.0
IFI27L2,2416.0
MFN2,2415.0
IPO7,2415.0
WDR47,2415.0
AGAP2,2414.0
CCT7,2414.0
SPIRE1,2411.0
TCEA2,2411.0
PUM2,2409.0
FGD5-AS1,2408.0
PHIP,2406.0
BIN1,2406.0
MT1G,2401.0
GAS5,2401.0
AP1S1,2398.0
MIA3,2397.0
C14orf132,2396.0
LAMTOR1,2395.0
SMARCD3,2394.0
MYO10,2394.0
SUGT1,2392.0
MOCS2,2392.0
EIF2AK2,2392.0
BABAM1,2390.0
CKAP5,2390.0
MAPRE3,2390.0
SERP1,2390.0
FAM168A,2387.0
TRIM9,2387.0
AC107398.3,2384.0
DDB1,2384.0
KIFC2,2383.0
HNRNPH1,2381.0
TAF13,2380.0
HTR2A,2378.0
CAMKK1,2377.0
NOVA1,2375.0
VPS41,2375.0
CHST1,2374.0
DCTN5,2374.0
KCNQ2,2373.0
CFDP1,2372.0
BAIAP2,2369.0
GOT2,2369.0
ETNPPL,2367.0
CHD3,2366.0
NRDC,2365.0
TM9SF3,2364.0
NDUFA7,2363.0
NSG1,2362.0
PFKM,2362.0
TAOK3,2361.0
GPR155,2360.0
CAMK2D,2360.0
RRAGA,2360.0
KMT2C,2359.0
ARPC1A,2358.0
LUC7L2,2357.0
UNC13C,2356.0
TAF7,2356.0
RERE,2353.0
SERP2,2352.0
FBXW11,2350.0
SYTL2,2350.0
ISCA1,2348.0
PPFIBP1,2348.0
PRDX3,2347.0
OMG,2346.0
GLG1,2346.0
TMEM9,2345.0
SCAND1,2345.0
CHMP2A,2343.0
RABGAP1,2342.0
SRP72,2342.0
OTUB1,2339.0
DNAJA2,2339.0
BTBD3,2339.0
TNRC6A,2336.0
DMD,2333.0
HSPA4,2333.0
ARPC4,2333.0
CERS6,2333.0
PNN,2327.0
ASRGL1,2325.0
MFSD4A,2325.0
RNF157,2325.0
SDHA,2324.0
SVOP,2324.0
SUCLA2,2323.0
PFDN1,2322.0
UBE2D2,2321.0
LARS,2320.0
CNOT7,2318.0
ECPAS,2317.0
SLITRK4,2314.0
KBTBD11,2314.0
CCNY,2313.0
TRIP12,2312.0
FAM131A,2311.0
SLC4A4,2311.0
MAP2K2,2311.0
GOLM1,2310.0
RFK,2309.0
COPS6,2307.0
VPS28,2306.0
RTF2,2303.0
TMEM219,2299.0
SYNPO,2297.0
PRPF40A,2296.0
SYF2,2291.0
CAST,2290.0
ZHX1,2290.0
CBR1,2289.0
PFN1,2288.0
GNL1,2288.0
SNRNP25,2288.0
KCNB1,2287.0
ARPC5L,2283.0
RNF220,2281.0
ACTR3,2278.0
CDC42BPB,2277.0
CNN3,2277.0
AZI2,2276.0
PHF14,2274.0
FOXG1,2272.0
PPDPF,2271.0
PSMA1,2268.0
NDUFS4,2267.0
CERT1,2266.0
TOMM70,2263.0
COBL,2263.0
MCRIP1,2262.0
OLIG1,2262.0
SPATS2L,2258.0
RABL6,2256.0
MRPL1,2256.0
WBP11,2253.0
KRT222,2252.0
SELENOK,2252.0
H2AFY,2249.0
ZC3H6,2239.0
ANKIB1,2239.0
LDB2,2238.0
PSMB1,2238.0
BRD4,2235.0
NDN,2234.0
SRSF2,2233.0
PCSK2,2233.0
VCP,2232.0
NIPBL,2230.0
ARPC5,2229.0
RBBP6,2229.0
DDX42,2228.0
CLCN4,2227.0
ADCY2,2226.0
RFC1,2226.0
OAZ2,2226.0
HERC2,2226.0
DEAF1,2224.0
PA2G4,2224.0
IGIP,2223.0
CACNG3,2220.0
STX12,2220.0
FEZ2,2220.0
EHD3,2220.0
CHD6,2219.0
USP9X,2218.0
GABRA2,2216.0
CADM1,2214.0
RBPJ,2213.0
NEDD4L,2213.0
CELF5,2212.0
COPE,2212.0
SNTA1,2210.0
TYRO3,2210.0
ATXN2,2209.0
HSD17B12,2206.0
ACTR10,2206.0
AGGF1,2206.0
GIT1,2202.0
GET1,2200.0
UBE2L3,2199.0
GLRX5,2197.0
RBFOX3,2197.0
ST6GALNAC6,2195.0
PSMB3,2193.0
UBR3,2193.0
REX1BD,2192.0
BAG1,2191.0
FXR1,2190.0
C1QBP,2189.0
STK25,2187.0
UFC1,2187.0
FZD3,2184.0
CD99L2,2182.0
LSM3,2182.0
SYT16,2181.0
FBXL17,2181.0
RBM8A,2181.0
KCNMB4,2179.0
UBE2Q1,2179.0
TMEM230,2179.0
HEPACAM,2178.0
CCT3,2178.0
MXI1,2176.0
MRAS,2176.0
MCFD2,2175.0
AMER2,2170.0
SMIM14,2169.0
NEAT1,2169.0
RPS19BP1,2168.0
DUT,2168.0
ADGRB3,2167.0
PAPOLA,2166.0
STX7,2166.0
STXBP5,2164.0
CSTB,2164.0
RAB10,2164.0
MPP6,2163.0
PRPF8,2161.0
GDAP1,2160.0
MINDY2,2160.0
YBX1,2160.0
HINT3,2159.0
BEND6,2154.0
ROGDI,2154.0
TTBK2,2153.0
SUPT5H,2150.0
NTRK3,2150.0
ELMO1,2149.0
RALB,2149.0
TM2D3,2148.0
NEUROD6,2148.0
C12orf76,2148.0
ENTPD6,2148.0
FAM234B,2147.0
PTK2,2147.0
C3orf14,2145.0
MPC1,2145.0
PKD1,2143.0
PGP,2143.0
HDAC2,2143.0
TPGS2,2143.0
KIAA1191,2142.0
GNB2,2142.0
SLC38A1,2141.0
WSB1,2139.0
TRMT112,2137.0
STXBP5L,2135.0
USP7,2135.0
MYO6,2134.0
C9orf78,2134.0
ABHD2,2132.0
MTRNR2L1,2132.0
PHAX,2131.0
PDE2A,2127.0
PSMB5,2127.0
HECTD4,2125.0
USF2,2125.0
MFF,2125.0
PLEKHA1,2124.0
PRKAR2B,2124.0
ZNF706,2124.0
ADGRG1,2124.0
CDC40,2121.0
CYB5R3,2121.0
SLC4A1AP,2121.0
TCEA1,2120.0
LYRM7,2120.0
KPNA4,2118.0
CRBN,2118.0
THOC2,2118.0
SUGP2,2118.0
AFF4,2117.0
SF1,2116.0
LRRC8B,2114.0
CACNA2D1,2112.0
GSPT1,2112.0
PNPLA8,2110.0
CHP1,2109.0
KLHL42,2107.0
ANXA7,2107.0
DDRGK1,2106.0
HBA1,2105.0
GAD2,2105.0
DIRAS1,2105.0
FGF13,2102.0
SEC61G,2102.0
KCNQ5,2098.0
EPDR1,2098.0
SIPA1L1,2097.0
KIAA1211L,2097.0
ANP32E,2096.0
TRAK1,2095.0
SSBP4,2095.0
MRPL28,2095.0
RNF141,2092.0
MRPS24,2086.0
MBNL1,2086.0
ACTN4,2085.0
CACNA1A,2083.0
PDCD6,2083.0
RETREG1,2082.0
MTLN,2082.0
MSMO1,2081.0
CELSR2,2080.0
NSRP1,2080.0
USP34,2079.0
EIF3I,2077.0
CDV3,2076.0
RASGRF2,2076.0
RUFY2,2075.0
WBP4,2073.0
USP14,2072.0
MEAF6,2071.0
TBRG1,2071.0
ID4,2069.0
PSMD14,2069.0
TNPO2,2068.0
NF1,2067.0
CDC5L,2067.0
GPR37L1,2066.0
PGBD5,2065.0
CNIH2,2065.0
VBP1,2065.0
FAM32A,2063.0
LRRN3,2062.0
CIAO1,2062.0
KCNJ6,2062.0
PCYOX1,2061.0
APPL1,2060.0
SPEN,2059.0
CCT8,2059.0
PNRC1,2059.0
AP3M2,2058.0
ANAPC5,2056.0
IGSF8,2055.0
UCHL5,2054.0
FGFR1OP2,2053.0
TMEM205,2052.0
CCDC186,2051.0
GRIA1,2051.0
AKR1B1,2050.0
MTRNR2L10,2049.0
AKTIP,2047.0
SYNM,2047.0
JPT1,2047.0
MYO9A,2046.0
ZSCAN18,2046.0
MMD,2046.0
SUCLG1,2046.0
PHF20L1,2042.0
VSTM2A,2041.0
TBR1,2041.0
YIPF4,2039.0
REPS2,2036.0
UBE2E3,2035.0
MRPL57,2033.0
PFKL,2032.0
HNRNPH2,2032.0
COX11,2032.0
NIPSNAP2,2028.0
NNT,2028.0
HSPA4L,2027.0
SYT5,2026.0
DHX30,2021.0
SLC44A1,2020.0
CEP170B,2020.0
TMEM246,2019.0
BHLHE41,2018.0
YARS,2017.0
FDFT1,2016.0
ZNF365,2015.0
CCM2,2013.0
DPP8,2011.0
SLC25A36,2011.0
MAP7,2010.0
GPR162,2010.0
KLHDC2,2010.0
FAM49B,2009.0
PLPPR4,2008.0
HNRNPH3,2008.0
SCP2,2008.0
CUL5,2007.0
LMBRD1,2006.0
CSNK2B,2006.0
RAB3GAP1,2006.0
VPS4A,2005.0
LMO7,2004.0
SASH1,2004.0
RASGRF1,2003.0
ARAP2,2002.0
PIP4K2A,2001.0
SEL1L,2001.0
RPS27L,2001.0
FBXO11,2000.0
SLC35F1,2000.0
TSR2,1999.0
KRR1,1998.0
SPTBN2,1998.0
TMEM106B,1995.0
SYBU,1994.0
SLC26A4-AS1,1993.0
MICAL2,1990.0
HSPB1,1990.0
EEF1D,1989.0
EMC3,1987.0
CCT5,1987.0
WDR7,1986.0
TNIK,1986.0
GARS,1985.0
GNG10,1985.0
NDUFS7,1985.0
PAM,1984.0
GNAZ,1982.0
NSFL1C,1982.0
BAD,1982.0
LINC00641,1981.0
RBBP4,1981.0
GTDC1,1980.0
CCDC6,1979.0
PRPF19,1977.0
CDS2,1975.0
CCDC136,1974.0
ATP2C1,1973.0
ATXN1,1971.0
MAP6,1971.0
PRKACA,1970.0
ACTR1A,1970.0
ATMIN,1967.0
HIGD2A,1967.0
PAQR8,1967.0
IMPAD1,1967.0
XIAP,1965.0
MYEF2,1965.0
AGPAT3,1965.0
PPP1R9B,1964.0
ACSL4,1964.0
PPP1R12B,1961.0
ALDH7A1,1960.0
CCP110,1957.0
TMED10,1957.0
NPY,1956.0
TMEM258,1956.0
GTF2H5,1955.0
AP3S1,1955.0
HAGH,1954.0
SOWAHA,1953.0
FAM200B,1953.0
TTC19,1951.0
MAPK6,1949.0
SORBS1,1948.0
AP2A1,1947.0
VSTM2L,1945.0
FDPS,1943.0
AK1,1942.0
WDR13,1941.0
PLK2,1941.0
FAM177A1,1940.0
MRPS33,1938.0
HMGN3,1938.0
DNAJC15,1937.0
SELENOF,1936.0
CDK5R2,1935.0
TFPT,1934.0
SLMAP,1933.0
VPS53,1933.0
BACE1,1932.0
SURF1,1931.0
STAU1,1931.0
UBE2Z,1931.0
CUL3,1930.0
FAM155A,1930.0
ASAP1,1929.0
MMP24OS,1927.0
ZBTB38,1927.0
CTNNA1,1926.0
TUBG2,1925.0
SETD2,1921.0
ANXA11,1921.0
YME1L1,1920.0
SLC25A11,1919.0
ENY2,1918.0
R3HDM2,1918.0
ILRUN,1918.0
TUSC2,1918.0
EBNA1BP2,1916.0
NRSN2,1916.0
SH3BP5,1914.0
UFM1,1910.0
KLF9,1909.0
SH3GL3,1908.0
HRAS,1908.0
TRAPPC2L,1908.0
STOX2,1907.0
CRIM1,1907.0
HLA-B,1905.0
HS6ST3,1904.0
CETN2,1903.0
RNPC3,1903.0
MAGI2,1902.0
NOP56,1902.0
SAR1A,1901.0
ERH,1901.0
CWF19L2,1899.0
SLC25A46,1898.0
OPALIN,1898.0
RAB4A,1897.0
OGT,1897.0
PRR13,1897.0
ARID1B,1896.0
CIAO2B,1895.0
USP47,1894.0
YY1,1893.0
TMEM132A,1891.0
HADHB,1890.0
NR2F1-AS1,1888.0
YJEFN3,1887.0
HMOX2,1886.0
SMS,1885.0
ANKHD1,1884.0
ASTN1,1882.0
FBXO21,1882.0
LINC01578,1880.0
BCAS2,1873.0
RALGAPA1,1872.0
MPPED1,1872.0
SARNP,1872.0
TTL,1870.0
PDIA3,1868.0
WDR83OS,1867.0
TIMM8B,1867.0
LONP2,1866.0
PRRT1,1865.0
MRPL52,1864.0
VAPB,1864.0
GDE1,1864.0
LAMP1,1861.0
CUEDC2,1861.0
FGF1,1858.0
GRK2,1858.0
TMX2,1857.0
CS,1855.0
TCEAL9,1855.0
ZFP36L1,1855.0
EIF3L,1855.0
USP16,1854.0
SYNCRIP,1854.0
RBM17,1853.0
PYGB,1853.0
ESD,1853.0
ERICH3,1852.0
MRPS26,1852.0
ZNF428,1849.0
VPS26B,1849.0
WIPI2,1847.0
SHISA4,1846.0
SMARCA4,1845.0
CWC27,1845.0
SLC38A2,1844.0
CYSTM1,1844.0
GPC1,1844.0
XPO1,1842.0
HIVEP2,1842.0
SMIM13,1841.0
UPF3A,1839.0
BAP1,1839.0
BAG6,1838.0
GPRASP2,1838.0
MAT2A,1838.0
SH3KBP1,1836.0
DDHD2,1836.0
INPP4A,1834.0
RAMP1,1833.0
ZNF207,1832.0
ILF3,1832.0
RUSC1,1832.0
RPN2,1831.0
MIR100HG,1831.0
EIF3M,1831.0
NOLC1,1830.0
PLEKHA5,1829.0
HSD11B1L,1828.0
DLD,1828.0
MSL1,1827.0
ATP1B3,1827.0
ARFGAP2,1827.0
SACS,1826.0
MEA1,1825.0
SCN3A,1824.0
ELL2,1824.0
VPS13A,1823.0
TRIM23,1822.0
LHX2,1821.0
KCNV1,1820.0
DLG4,1820.0
RANBP1,1820.0
DGKB,1819.0
KCND3,1819.0
SRP19,1818.0
PICALM,1818.0
SMARCA1,1815.0
KIF2A,1815.0
TSNAX,1814.0
SPART,1814.0
NIPAL3,1813.0
VGF,1812.0
ZNF25,1809.0
TUSC3,1809.0
EMC2,1809.0
SLC8A2,1807.0
IMMT,1806.0
PPME1,1805.0
BCL11A,1804.0
ATXN7L3,1803.0
HMGCR,1803.0
PWWP3A,1803.0
COPS7A,1802.0
GLYR1,1802.0
PAIP1,1802.0
FAM81A,1802.0
CIPC,1802.0
EGFL7,1802.0
UBE2R2,1802.0
ANKRD46,1800.0
RAB3IP,1799.0
FSCN1,1798.0
AHNAK,1798.0
AL627171.2,1797.0
ARL1,1797.0
SFXN5,1797.0
ACTN1,1795.0
ADIRF,1794.0
JAK1,1794.0
BRD7,1793.0
ADGRL3,1793.0
NR3C1,1792.0
FYN,1791.0
CMSS1,1790.0
SLIT1,1790.0
EFHD2,1790.0
FLOT2,1790.0
MLC1,1789.0
TOMM5,1788.0
FLRT2,1787.0
TCEAL1,1786.0
ETS2,1786.0
WIPF2,1784.0
IDH3A,1782.0
ASPHD1,1782.0
REEP1,1782.0
UBA2,1782.0
GRK3,1779.0
TMEM161B-AS1,1779.0
NBR1,1776.0
CA10,1776.0
BTBD10,1776.0
WDR60,1776.0
PALM2-AKAP2,1775.0
SMC3,1775.0
ZRANB1,1774.0
HAPLN4,1773.0
COPS4,1773.0
MSRB2,1771.0
MTUS1,1771.0
TRA2B,1771.0
BLOC1S2,1770.0
ANKRD36,1769.0
P4HB,1768.0
RNF145,1765.0
EIF2S3,1764.0
RNF130,1764.0
RAB22A,1764.0
KPNA5,1763.0
PDE8B,1763.0
ABI1,1762.0
KLHL2,1762.0
GPR158,1761.0
ZBTB44,1761.0
FAM126B,1760.0
SLC12A2,1759.0
HCG18,1759.0
TAFA5,1759.0
PART1,1756.0
MAP3K13,1756.0
DLGAP4,1755.0
CSNK1E,1754.0
NCOA4,1753.0
BAIAP3,1753.0
FBXO44,1753.0
TTC37,1751.0
TTC7B,1751.0
SNORC,1750.0
CLVS2,1749.0
PHB2,1749.0
LHPP,1749.0
KCNJ10,1748.0
TM9SF2,1748.0
ADAM22,1748.0
PPP1R2,1748.0
NDUFAF4,1748.0
RLIM,1747.0
NOP53,1747.0
TP53BP1,1747.0
NCEH1,1747.0
TPM4,1747.0
EVI5,1747.0
DNAJC21,1745.0
AK3,1745.0
SETX,1744.0
DYRK1A,1743.0
AP1S2,1743.0
UROD,1742.0
TIMM13,1742.0
AATK,1742.0
MRPS7,1741.0
PPP1CC,1741.0
USO1,1738.0
YTHDF2,1738.0
TMED2,1737.0
ATP13A2,1736.0
PHF20,1736.0
TMEM47,1735.0
LAPTM4A,1735.0
NDUFAF2,1735.0
SREK1,1735.0
HNRNPL,1734.0
SMIM10L1,1734.0
HARS,1733.0
CDKN1B,1733.0
PDK3,1732.0
DDX18,1731.0
C2orf80,1730.0
COPS2,1730.0
LAGE3,1730.0
MEGF9,1729.0
EWSR1,1729.0
RAB21,1728.0
GRAMD1B,1728.0
SNRNP70,1728.0
SNRPB2,1728.0
EI24,1727.0
LSM7,1727.0
NAV3,1726.0
DNTTIP2,1726.0
VOPP1,1725.0
GOLGA8A,1724.0
PTPRT,1724.0
CLSTN3,1723.0
C7orf50,1723.0
GABRG1,1723.0
CHRM3,1721.0
JAKMIP2,1721.0
PDE1A,1720.0
MCTS1,1720.0
SPOP,1720.0
CEP126,1720.0
PRKDC,1719.0
SSR3,1718.0
CLPTM1,1718.0
ST3GAL5,1717.0
CD200,1716.0
ERGIC2,1715.0
SLC4A7,1715.0
CREBL2,1714.0
PPP1R1A,1713.0
PRKCG,1712.0
ALKBH5,1712.0
ZBTB16,1711.0
SPOCK3,1711.0
PDPK1,1710.0
NFASC,1709.0
MAT2B,1709.0
INF2,1708.0
FADS1,1708.0
GRM5,1707.0
SAT2,1707.0
MTIF3,1706.0
TMEFF1,1706.0
CIT,1705.0
MT1X,1704.0
FBXL5,1704.0
GSK3B,1704.0
CRK,1704.0
ZNF148,1703.0
DENND5B,1702.0
TMEM14C,1702.0
TMCO1,1701.0
ADAM23,1701.0
PSMC2,1701.0
CDC27,1701.0
SLITRK1,1701.0
SORBS2,1700.0
TMEM167A,1700.0
ACTR1B,1698.0
POLR2E,1696.0
FAM20B,1695.0
SMIM29,1694.0
PMPCB,1692.0
NDRG1,1692.0
OS9,1689.0
TMEM33,1689.0
