gene,counts
COL18A1,361.0
TKFC,361.0
ZNF544,361.0
ZNF528,361.0
GREB1,361.0
TAB1,361.0
HAT1,360.0
TBKBP1,360.0
ZNF362,360.0
D2HGDH,360.0
CEP164,360.0
PRKAB1,360.0
PCYT1B,360.0
HCFC2,360.0
SNX18,360.0
PTPN1,360.0
ARMC6,360.0
TRMT2A,359.0
BX664727.3,359.0
CYBC1,359.0
USP38,359.0
POLR1A,359.0
TRIM46,359.0
HSD17B14,359.0
PRTFDC1,359.0
IFT172,359.0
NUP85,359.0
CDK7,359.0
DTD2,359.0
NEK6,359.0
ZNF623,359.0
FAM104A,358.0
CYGB,358.0
HR,358.0
SLC25A38,358.0
COL11A1,358.0
ZNF382,358.0
CCDC32,358.0
TLCD5,358.0
PWWP3B,358.0
DERL2,358.0
PRRG1,358.0
AF106564.1,358.0
CDK20,357.0
EML4,357.0
STK35,357.0
ZNF688,357.0
SAC3D1,357.0
JPH1,357.0
ZNF121,357.0
PLCXD2,357.0
TARS2,357.0
ARPC1B,356.0
YES1,356.0
ATF7IP2,356.0
PCDH11X,356.0
RBM48,356.0
PKD2,356.0
MB21D2,356.0
CYP1B1,356.0
GATAD2A,356.0
TDRD7,356.0
PPIL3,356.0
HINFP,356.0
GALNT18,356.0
WFDC1,356.0
DALRD3,356.0
NELFA,356.0
LIN37,356.0
SDE2,356.0
TTBK1,356.0
LINC00665,356.0
KLC4,356.0
ZNF746,356.0
AGRN,356.0
STK17A,355.0
ANKZF1,355.0
PLPP7,355.0
ANO8,355.0
EPM2A,355.0
WDYHV1,355.0
P2RX6,354.0
SMCR8,354.0
AL121820.2,354.0
TEX261,354.0
USP42,354.0
NRP1,354.0
ZNF286A,354.0
CDR2,354.0
STX10,353.0
TMEM231,353.0
MPP7,353.0
TMEM129,353.0
CELSR3,353.0
GRIN3A,353.0
RGP1,353.0
LEMD2,353.0
KDM4C,352.0
NEIL1,352.0
CLK3,352.0
C2CD4C,352.0
LIAS,352.0
EML1,352.0
CNPPD1,352.0
CELF2-DT,352.0
HTR5A-AS1,351.0
NFRKB,351.0
NPEPL1,351.0
METTL6,351.0
ZNF562,351.0
WDR34,351.0
IKBKG,351.0
ZNF337,351.0
USP13,351.0
ZNF641,351.0
MEN1,351.0
C8orf76,351.0
KIAA1522,351.0
HCG11,351.0
GART,351.0
HPS5,350.0
TRABD2A,350.0
CCDC152,350.0
COG3,350.0
ARID2,350.0
GVQW3,350.0
DNASE2,350.0
RAVER2,350.0
MCPH1,350.0
FAM182A,349.0
SEMA3C,349.0
SLC15A4,349.0
FAM120C,349.0
TMEM214,349.0
METTL21A,349.0
RNF31,349.0
ATG4D,349.0
RSPRY1,348.0
METTL23,348.0
KBTBD4,348.0
NUDT5,348.0
SLC17A6,348.0
IDH1,348.0
LBH,348.0
SUSD6,348.0
PILRB,348.0
HIRA,348.0
PTPRJ,348.0
AIFM1,347.0
ST3GAL2,347.0
ZNF184,347.0
CRTC3,347.0
PTCD2,347.0
HS6ST2,347.0
KIAA1324,347.0
EPB41L5,347.0
VPS18,347.0
PPARA,347.0
ZZEF1,347.0
LRRK1,347.0
SNX32,347.0
TSGA10,347.0
LINC02762,347.0
ZBTB1,347.0
HAPLN2,347.0
RWDD4,347.0
MIR29B2CHG,347.0
ST3GAL6,346.0
TEX10,346.0
PTGFRN,346.0
CHST12,346.0
ZNF383,346.0
ACSS3,346.0
SCRN2,346.0
SNAPC4,346.0
LMNA,346.0
ARRDC2,346.0
CD302,345.0
SHLD2,345.0
XAB2,345.0
TRNT1,345.0
DHFR,345.0
RAB9A,345.0
PRKG1,345.0
HLA-DPA1,345.0
CCZ1B,345.0
CIAO3,345.0
VSIR,345.0
RNF2,345.0
SORCS2,344.0
ENDOV,344.0
TMEM74,344.0
MUS81,344.0
SLC35B2,344.0
COQ7,344.0
LAMA2,344.0
MFSD5,344.0
RIOK2,344.0
MOXD1,344.0
MED14,344.0
PIP5K1A,344.0
TMUB1,344.0
TSEN34,343.0
RASGRP2,343.0
MMP28,343.0
TMEM121,343.0
CRB1,343.0
MTHFR,342.0
FAM222B,342.0
NUDT12,342.0
CA8,342.0
TBC1D22B,342.0
AC005726.3,342.0
HRK,342.0
PNKP,342.0
SNX11,342.0
AEBP1,342.0
CDH12,342.0
AP004609.3,342.0
SLC30A4,342.0
GNPNAT1,342.0
INPPL1,341.0
C1orf109,341.0
ZNF585A,341.0
DHRS7B,341.0
LMF1,341.0
ABRAXAS2,341.0
SNIP1,341.0
YAP1,341.0
MIR4500HG,341.0
RPUSD4,341.0
ALDH4A1,341.0
XPNPEP3,340.0
YDJC,340.0
TRIAP1,340.0
TRMU,340.0
PDIA4,340.0
SH3D19,340.0
TMEM121B,340.0
LRRN1,340.0
CWF19L1,340.0
GIGYF1,340.0
IFI16,340.0
AGO4,340.0
TDRP,340.0
RNF182,340.0
CTXN2,339.0
COX18,339.0
MBLAC2,339.0
ELMSAN1,339.0
MAPKBP1,339.0
EDRF1,339.0
TMEM101,339.0
PPP2R3A,339.0
IMPDH1,339.0
SLC24A3,339.0
RPARP-AS1,339.0
CCNK,339.0
TMEM168,339.0
TCTN3,339.0
GALK2,339.0
FEZF2,338.0
COL9A3,338.0
H2AFJ,338.0
ORC5,338.0
OTUD1,338.0
CORO7,338.0
FLYWCH2,338.0
ALKBH4,338.0
SPATC1L,338.0
POLR3E,338.0
SPDL1,338.0
CNOT6,338.0
ARL15,338.0
INPP5E,338.0
SMPD3,337.0
SMURF1,337.0
MYLIP,337.0
STK40,337.0
FIBIN,337.0
PLPPR1,337.0
PSTK,337.0
ZNF592,337.0
CARNMT1,337.0
PLCH2,337.0
DYRK4,336.0
AOPEP,336.0
CLEC16A,336.0
BLMH,336.0
C1QA,336.0
TET2,336.0
DCAF1,336.0
ZFP30,336.0
ZNF322,335.0
COLGALT1,335.0
TMEM132D,335.0
RFX5,335.0
IFT52,335.0
TSSC4,335.0
RFFL,335.0
GALE,335.0
LINC02668,335.0
RMC1,335.0
ADAMTS1,335.0
ZNF503,335.0
TMEM223,334.0
KLHL26,334.0
TRANK1,334.0
ZSWIM9,334.0
ADCY9,334.0
MAP2K7,334.0
PRR34-AS1,334.0
ABCB9,334.0
SOX10,334.0
SLC31A1,334.0
NKX6-2,334.0
TBL1X,334.0
PAPOLG,334.0
DNAL4,333.0
FBLN1,333.0
RPS6KB2,333.0
FKBP5,333.0
FLVCR1,333.0
ZSCAN26,333.0
STRADB,333.0
FAM189A1,333.0
SHF,333.0
ARNTL2,333.0
MRI1,333.0
PHF12,332.0
UNKL,332.0
CLN5,332.0
C11orf24,331.0
CLYBL,331.0
ZFR2,331.0
FKRP,331.0
SCAMP4,331.0
NSMCE4A,331.0
HNMT,330.0
SRD5A3,330.0
ANKRD35,330.0
RAD51D,330.0
NT5M,330.0
PELI1,330.0
KRBOX4,330.0
STRIP2,330.0
POP5,330.0
SORD,330.0
APIP,330.0
TYW5,330.0
ZNF23,330.0
SMAD9,329.0
SARM1,329.0
TMEM63A,329.0
PLOD2,329.0
ZBTB37,329.0
AC004816.1,329.0
RNF19B,329.0
C1orf131,329.0
ABITRAM,329.0
ZDHHC13,329.0
SMOC1,328.0
RILPL2,328.0
RBM11,328.0
NFXL1,328.0
ZNF160,328.0
COG7,328.0
LRRC28,328.0
SOHLH1,328.0
FA2H,328.0
CCDC117,328.0
LNP1,328.0
HMGCL,328.0
OSBPL11,328.0
ZNF514,328.0
MGMT,328.0
ZNF181,328.0
TPST1,327.0
TASP1,327.0
KCNIP1,327.0
CASC1,327.0
JDP2,327.0
ZNF426,326.0
CRELD2,326.0
SPATA13,326.0
STYK1,326.0
CPQ,326.0
TSTA3,326.0
TBC1D16,326.0
GEMIN5,326.0
HDAC8,326.0
ESS2,326.0
PIGZ,325.0
B4GALT3,325.0
COL26A1,325.0
GDPD5,325.0
IL33,325.0
UBXN11,325.0
ASXL3,325.0
WSCD1,325.0
BOLA1,325.0
SEMA4A,325.0
ACVR1C,325.0
SPEF1,325.0
CIB2,325.0
CDKN1C,325.0
AC021613.1,325.0
NT5DC2,324.0
NOP16,324.0
WDFY2,324.0
SCAMP2,324.0
CLASRP,324.0
ATL3,324.0
SCAF4,324.0
HOOK2,324.0
RCBTB2,324.0
PDZRN4,324.0
BORCS5,324.0
PVR,324.0
PNPLA4,323.0
TMEM191B,323.0
NUP88,323.0
EFEMP2,323.0
PRKCD,323.0
VTI1A,323.0
BAHD1,323.0
GSDME,323.0
GALT,323.0
MED23,323.0
TMEM41A,323.0
CTSO,323.0
CDK6,322.0
PIAS3,322.0
TIMM29,322.0
FAM160A2,322.0
AL022313.4,322.0
NCOA3,322.0
POLL,322.0
CACNA1G,322.0
ALYREF,322.0
B3GALT1,322.0
MIOS,322.0
MED22,322.0
CAND2,322.0
CCDC28B,321.0
GMNN,321.0
DGCR8,321.0
MOB3B,321.0
S100A10,321.0
DHRS4-AS1,321.0
F12,321.0
RHBDD3,321.0
GCFC2,321.0
NOL6,321.0
GSTO2,321.0
TTC8,320.0
KLF2,320.0
CDKN2AIP,320.0
C16orf91,320.0
AL353746.1,320.0
ZNF133,320.0
ZNF317,320.0
CD82,320.0
TMEM74B,320.0
ABCA8,320.0
KCNIP4-IT1,319.0
LGR4,319.0
CSNK1G1,319.0
NUDCD1,319.0
ANKRD44,319.0
AL031056.1,319.0
CAV2,319.0
ABCB10,319.0
FOSL2,319.0
ADPRHL2,319.0
KCTD15,319.0
AC015813.1,319.0
PYGM,319.0
TRIM11,319.0
SRGN,319.0
EIF1AD,319.0
CAAP1,319.0
RCC1L,319.0
MYH14,319.0
C8orf82,318.0
AKR1C1,318.0
AC108673.3,318.0
ZNF776,318.0
AC104836.1,318.0
GLI4,318.0
CCDC137,318.0
ELOVL1,318.0
TRMT5,318.0
ZFYVE1,318.0
TYK2,318.0
CCNYL1,317.0
COG8,317.0
NAAA,317.0
CSMD3,317.0
ZNF335,317.0
METTL3,317.0
RARS2,317.0
SAP30,317.0
GRWD1,317.0
UBTD2,317.0
ECHDC2,317.0
FMNL1,317.0
CIART,316.0
PIGF,316.0
KDM7A,316.0
BBS10,316.0
AP5S1,316.0
MIR9-3HG,316.0
AC027644.3,316.0
P4HA1,316.0
C1orf174,316.0
NIFK-AS1,316.0
B3GNT2,316.0
CRYZ,316.0
ZNF566,316.0
JAKMIP3,316.0
NUDT15,316.0
JAG1,315.0
XK,315.0
ZBTB24,315.0
PWWP2B,315.0
DLST,315.0
BICDL1,315.0
ARMCX5,315.0
ARAP1,315.0
SGPL1,315.0
ZNF224,315.0
HSCB,314.0
PCGF2,314.0
NT5C,314.0
RNF113A,314.0
ZNF511,314.0
RPS6KA6,314.0
METTL25,314.0
HTATIP2,314.0
RAB24,314.0
AC006450.3,314.0
ZNF346,314.0
MCMBP,313.0
PRAG1,313.0
NUTM2B-AS1,313.0
C3orf33,313.0
NOM1,313.0
TMEM69,313.0
TMEM107,313.0
ZDHHC16,313.0
ARC,313.0
KIAA0895,313.0
WDR77,313.0
AP003486.1,313.0
DPY19L2,313.0
ACHE,312.0
NSUN2,312.0
MIR497HG,312.0
TENT2,312.0
ATP11B,312.0
GIN1,312.0
RAB30-DT,312.0
POLD3,312.0
GAL3ST3,312.0
ABCB7,312.0
CNEP1R1,312.0
CTXN3,312.0
ZDHHC18,312.0
ZNF260,312.0
CPNE2,312.0
C17orf97,312.0
AFF2,312.0
SYNGR2,311.0
GOLPH3L,311.0
DIMT1,311.0
CD24,311.0
BX890604.2,311.0
MRPL39,311.0
WWTR1,311.0
ZNF471,311.0
CDK4,311.0
NVL,311.0
BST2,310.0
ASL,310.0
TTLL3,310.0
RND3,310.0
FCGRT,310.0
ZNF583,310.0
GPN3,310.0
FKBP11,310.0
EXT1,310.0
VILL,310.0
WDR35,310.0
KIAA0355,309.0
PIEZO2,309.0
SUSD5,309.0
SPNS1,309.0
UNG,309.0
NOTCH1,309.0
ZDHHC23,309.0
ZMYND19,309.0
DCBLD2,309.0
TM9SF1,309.0
LRTM2,309.0
ADAM15,308.0
ZNF273,308.0
PTPRB,308.0
IRF9,308.0
ARL13B,308.0
ZBBX,308.0
ALG2,308.0
ZNF830,308.0
LRRC27,308.0
C7orf25,308.0
C1S,307.0
RNPEPL1,307.0
EME2,307.0
NUP98,307.0
POLR1E,307.0
MFSD13A,307.0
MED7,307.0
ARHGDIB,307.0
CCDC85C,307.0
GHDC,307.0
WDR20,307.0
BLOC1S4,306.0
TP53TG1,306.0
GALNT7,306.0
DHRS4L2,306.0
THBS2,306.0
APH1B,306.0
ERMP1,306.0
TCTN1,306.0
USF1,306.0
AC007938.3,306.0
IRF2,306.0
RBBP9,306.0
SUOX,306.0
AL109811.2,306.0
ECE1,306.0
TMEM254,305.0
TRIM59,305.0
CSKMT,305.0
VPS37B,305.0
TRIM47,305.0
KLHDC1,305.0
NSUN4,305.0
SPIRE2,305.0
LIMD2,304.0
ZFP62,304.0
CHFR,304.0
TRMT61A,304.0
ZC3H12B,304.0
HSBP1L1,304.0
ZNF621,304.0
EMSY,304.0
ZNF780B,304.0
TAZ,304.0
MGP,304.0
PARD3,304.0
ARFIP1,304.0
SETD4,304.0
BAG3,304.0
EARS2,304.0
NOXA1,304.0
TET1,304.0
WDR24,304.0
NBPF12,304.0
RNF25,304.0
P2RY1,303.0
OSBPL10,303.0
USPL1,303.0
RHOBTB1,303.0
MSL2,303.0
CHMP6,303.0
FAM126A,303.0
RFC2,303.0
TRIP6,303.0
CYB5R4,303.0
JMJD4,303.0
LGALS3BP,303.0
WDR73,303.0
CAVIN2,303.0
SLC35B3,303.0
GFRA1,303.0
RGN,303.0
SLC38A7,303.0
SCNN1D,303.0
USP45,302.0
RFX7,302.0
TIMP1,302.0
FNTB,302.0
KCTD7,302.0
GUSB,302.0
CCDC130,302.0
PTRH1,302.0
MTRR,302.0
SP100,302.0
COLEC12,302.0
KLHL4,302.0
ZIC2,302.0
GRM2,302.0
HOMER3,302.0
DYRK2,301.0
KIAA0753,301.0
GABPB2,301.0
UIMC1,301.0
ZNF431,301.0
AARS2,301.0
CEP19,301.0
SHC1,301.0
SPATA33,301.0
EMP2,301.0
L2HGDH,301.0
RNF138,301.0
RAB23,301.0
SNRNP35,301.0
RUVBL1,301.0
PRORP,300.0
B3GALNT2,300.0
ATXN1L,300.0
FARS2,300.0
NYAP1,300.0
UEVLD,300.0
KCNK3,300.0
DPH7,300.0
ZNF26,300.0
IGSF3,300.0
ZNF576,300.0
FOXN2,300.0
NOP9,299.0
FBRS,299.0
TBC1D22A,299.0
NSMCE2,299.0
METTL17,299.0
MSX1,299.0
ALKBH3,299.0
ARL4D,299.0
ACSF3,299.0
ZNF334,299.0
ANKRD13A,299.0
PRR14,299.0
ZNF254,299.0
VWA5B2,299.0
TTLL1,299.0
SYT2,298.0
C12orf75,298.0
MYL5,298.0
HSD17B6,298.0
ZNF384,298.0
AMER3,298.0
SCYL3,298.0
NEU3,298.0
SDR16C5,298.0
HACL1,298.0
TRMT13,298.0
LRMP,298.0
TNFAIP8L3,297.0
GPATCH1,297.0
HYI,297.0
AIMP2,297.0
LINC01476,297.0
ZNF275,297.0
STK19,297.0
SPIN2B,297.0
PTGR2,297.0
ZNF48,297.0
MARCH8,297.0
NFKB1,296.0
MFSD8,296.0
PATZ1,296.0
AL050341.2,296.0
MORC2,296.0
ZNF75A,296.0
GEMIN6,296.0
GRID2,296.0
AD000090.1,296.0
TTC28-AS1,296.0
MPST,296.0
MXD1,296.0
ERCC2,296.0
L3MBTL1,296.0
HSPA14-1,296.0
PYCR3,295.0
NHSL1,295.0
PRMT6,295.0
CSTF1,295.0
ZBTB8A,295.0
DPH2,295.0
PRUNE1,295.0
IQCK,295.0
VIPAS39,295.0
RHBDL3,295.0
MTRNR2L6,295.0
MAFK,295.0
MAP11,295.0
NIPBL-DT,295.0
LAMA5,295.0
LINC00909,294.0
LMBR1L,294.0
AP001372.2,294.0
CSRP2,294.0
GEMIN2,294.0
ADAMTS8,294.0
RABL2A,294.0
DUBR,294.0
NPIPB5,294.0
PSMD5,294.0
CASP3,294.0
ABHD18,293.0
ZNF737,293.0
MPV17L,293.0
RPL39L,293.0
PDLIM3,293.0
MAD1L1,293.0
SETDB2,293.0
BAHCC1,293.0
NOL12,293.0
RABGGTA,293.0
PML,293.0
INSYN1,293.0
TAF5L,293.0
CD2AP,292.0
PEX3,292.0
USP35,292.0
ZNF398,292.0
FOXO4,292.0
LIMS2,292.0
EXD3,292.0
AP5Z1,292.0
TYROBP,292.0
CTDSP1,292.0
DEPDC5,292.0
SOX21,292.0
MIEF2,292.0
KANSL2,291.0
IER2,291.0
CMTM6,291.0
ARHGAP39,291.0
DRD1,291.0
FREM3,291.0
PYM1,291.0
MEPE,291.0
AC067773.1,291.0
KBTBD3,291.0
HBQ1,291.0
KPTN,290.0
TRIM26,290.0
RHOG,290.0
GLMP,290.0
ZNF287,290.0
GSG1L,290.0
PAN3,290.0
CPLX3,290.0
BMPER,289.0
LIN54,289.0
THAP3,289.0
NRG1,289.0
PHF5A,289.0
FAM118B,289.0
BAZ1A,289.0
ALG14,289.0
PPP3CC,289.0
ZSCAN30,288.0
HARS2,288.0
CTXND1,288.0
TMTC4,288.0
LINC01003,288.0
YARS2,288.0
QRSL1,288.0
CNOT11,288.0
RAB34,288.0
ZNF569,287.0
LYPD1,287.0
LRFN3,287.0
SALL1,287.0
L3MBTL3,287.0
EDC3,287.0
MAD2L1BP,287.0
AMBRA1,287.0
AXIN2,287.0
ARMC9,287.0
SNX22,287.0
SETD1B,287.0
TAC3,287.0
AP002360.1,286.0
TRIM52-AS1,286.0
C11orf71,286.0
KLF10,286.0
CYP26B1,286.0
ALG8,286.0
C16orf89,286.0
PROX1,286.0
MOGS,286.0
RHOJ,285.0
ZNF629,285.0
NPHP1,285.0
LIME1,285.0
JMJD6,285.0
ATP8B2,285.0
CLEC11A,285.0
ENOX2,285.0
EFCAB11,285.0
CXCL12,285.0
AL157392.3,284.0
RAB8A,284.0
CRH,284.0
LMLN,284.0
LRIG2,284.0
MCM7,284.0
RPAP1,284.0
SMKR1,284.0
C1QL2,284.0
PCBP1-AS1,284.0
S100PBP,284.0
GCDH,284.0
ST3GAL1,284.0
HSPB6,283.0
HLA-DRB1,283.0
AMT,283.0
AC010913.1,283.0
LRRC37B,283.0
ADAMTS4,283.0
CYB561D1,283.0
MIR137HG,283.0
SOX15,283.0
TMEM120B,283.0
AL158212.3,283.0
TMEM260,283.0
TAGLN2,283.0
ZNF276,283.0
RHOF,283.0
LRBA,283.0
SNHG10,283.0
SLC25A17,282.0
ZNF736,282.0
SMAD7,282.0
WWC3,282.0
AC105446.1,282.0
GLIPR1L2,282.0
LINC02552,282.0
NHS,282.0
POGLUT1,282.0
CENPS,282.0
CEP135,282.0
SFI1,282.0
ARMC5,282.0
PTP4A3,282.0
DNAJC14,281.0
SHMT2,281.0
MTHFD1L,281.0
NCOA5,281.0
ENTPD3-AS1,281.0
TAF12,281.0
HYDIN,281.0
CASKIN2,281.0
PRRC1,281.0
OPRK1,281.0
TRIM4,281.0
ITGA3,281.0
ZNF692,281.0
ASCC1,281.0
UBOX5,280.0
SEMA6C,280.0
ZKSCAN5,280.0
ATG16L2,280.0
HES5,280.0
KYAT3,280.0
NPM3,280.0
MDC1,280.0
POU6F2,280.0
UBXN8,280.0
U2AF1L4,280.0
GPC5,280.0
ZMAT5,280.0
DHX32,279.0
PANK1,279.0
YOD1,279.0
DNAJB5,279.0
ATXN7,279.0
SOX12,279.0
AC245297.3,279.0
HEG1,279.0
NAT9,279.0
PELO,278.0
SLC9A3-AS1,278.0
NWD2,278.0
AC008969.1,278.0
CENPQ,278.0
SMARCAL1,278.0
CMTM5,278.0
CYB5D1,278.0
COQ10A,278.0
MRE11,278.0
RNPEP,278.0
FBXO30,278.0
LINC02263,278.0
DNAH7,278.0
FAIM,278.0
ATG10,278.0
SNAPC1,278.0
ATP11A,278.0
FOLH1,278.0
SNAPC2,277.0
MYO19,277.0
SEPTIN10,277.0
ZNF708,277.0
TMEM185B,277.0
FAM114A2,277.0
RAMAC,277.0
RAB3D,277.0
ENTR1,277.0
SLC8A3,277.0
PMF1,277.0
PHF13,276.0
DNAAF4,276.0
NKAIN3,276.0
ERAP1,276.0
NOB1,276.0
RAB36,276.0
C1orf54,276.0
PXMP4,276.0
ETV3,276.0
TBL2,276.0
SERTAD2,276.0
IGF1,276.0
SYS1,276.0
SLC24A4,276.0
SLC6A11,276.0
KREMEN1,276.0
SLN,276.0
SETD1A,275.0
C5orf49,275.0
ZNF587,275.0
AC073111.4,275.0
ZSCAN29,275.0
NAA80,275.0
RCOR1,275.0
PPIH,275.0
BPNT1,275.0
E4F1,275.0
SCFD2,275.0
AC008124.1,275.0
FOXP4,275.0
CHAF1A,274.0
TMEM62,274.0
SH3BP5L,274.0
RNF144A-AS1,274.0
BCL9,274.0
YBEY,274.0
RBM4B,274.0
SLC6A12,274.0
MSTO1,274.0
MARC1,274.0
LGI2,274.0
CFAP221,274.0
DSCAM,273.0
SLC7A6OS,273.0
IGSF11,273.0
KCNN2,273.0
TRIM32,273.0
AC108519.1,273.0
ABHD11,273.0
OGG1,273.0
FAM78B,273.0
HHIPL1,273.0
ETAA1,273.0
LRFN1,273.0
AC100814.1,273.0
ARHGEF37,273.0
NR2E1,273.0
FAM135B,273.0
SRR,273.0
NUP205,273.0
AL021395.1,272.0
PALB2,272.0
ZNF579,272.0
TMEM11,272.0
PCGF1,272.0
GPRIN3,272.0
TXNDC11,272.0
INPP5J,272.0
ADAT1,272.0
YBX3,272.0
ZNF92,271.0
RAI14,271.0
TMEM63C,271.0
ZNF3,271.0
MINPP1,271.0
INTS14,271.0
AC104825.1,271.0
PAN2,271.0
AC105383.1,271.0
PLPP5,271.0
MAPK13,271.0
RPUSD1,271.0
RBM19,271.0
CACNA2D2,271.0
CA5B,271.0
SZT2,270.0
CTPS1,270.0
NXPH3,270.0
PTPN20,270.0
CDK11A,270.0
IFIT2,270.0
GRAMD1C,270.0
DNASE1L1,270.0
COQ6,270.0
USP51,270.0
SUPT3H,270.0
SLC30A7,270.0
WDSUB1,270.0
C9orf40,270.0
AC097376.3,270.0
AC090114.2,269.0
NES,269.0
LCLAT1,269.0
MTRNR2L3,269.0
CASC2,269.0
COL9A2,269.0
MTF1,269.0
AC005070.3,269.0
GALNTL5,269.0
HEXD,269.0
CIP2A,269.0
ARRDC4,268.0
CDK8,268.0
LINC02389,268.0
RPGR,268.0
ZNF554,268.0
SNHG11,268.0
USP37,268.0
IDE,268.0
C10orf88,268.0
SLC19A1,268.0
FAM76B,268.0
MCC,267.0
PPARD,267.0
ANGEL1,267.0
BOLA2B,267.0
HPS3,267.0
NEUROD1,267.0
WDR91,267.0
SNX7,267.0
DUSP11,267.0
NIPSNAP3B,267.0
PDIK1L,266.0
MFSD4B,266.0
THAP10,266.0
FAM189A2,266.0
LDLR,266.0
FAM53B,266.0
PRDM11,266.0
THOC5,266.0
TMEM87B,266.0
POLR3G,266.0
LOH12CR2,266.0
C3orf38,266.0
PTH1R,266.0
RASSF5,266.0
IGHMBP2,265.0
SLC12A9,265.0
PPP1R15A,265.0
PM20D2,265.0
ABCB1,265.0
UTP20,265.0
DCAF13,265.0
ZNF436,265.0
SLC16A1-AS1,264.0
UCK2,264.0
SLC36A1,264.0
ZNF329,264.0
CUEDC1,264.0
FAAP100,264.0
CCDC57,264.0
ZC3HAV1,264.0
MELTF-AS1,264.0
AC067852.2,264.0
AC006504.5,264.0
DGKD,264.0
ABT1,264.0
AGBL4,264.0
ANAPC10,264.0
GLE1,264.0
MIPOL1,264.0
AC090152.1,264.0
EXOSC8,263.0
POLR1C,263.0
KLHL20,263.0
GALNT13,263.0
ZC3H12C,263.0
IPPK,263.0
ACAD11,263.0
CHL1-AS2,263.0
SALL3,263.0
IL10RB,263.0
BRF2,263.0
ZNF461,263.0
MTAP,262.0
ZFHX2,262.0
HSF4,262.0
KCNT2,262.0
FBXL7,262.0
ZNF138,262.0
CEP44,262.0
PKDCC,262.0
PLD5,262.0
CHUK,262.0
CBY1,262.0
THBS4,262.0
TFB1M,262.0
CRB2,262.0
LINC02245,262.0
UNC5C,262.0
SLC26A4,262.0
MBTD1,262.0
AC015922.3,261.0
SNHG1,261.0
SLC35A2,261.0
SNAP23,261.0
CAPG,261.0
BIN3,261.0
BTG3,261.0
PSEN2,261.0
MAP3K3,261.0
CAPN10,261.0
E2F6,261.0
CYP27A1,261.0
MYO16,261.0
CHST11,261.0
ANK1,261.0
ATAD3B,260.0
TMEM91,260.0
ITGB3BP,260.0
DPH5,260.0
LTBP1,260.0
ZIC1,260.0
GMFG,260.0
PLAAT4,260.0
NDUFAF7,260.0
MIER3,260.0
AC080013.1,260.0
NUP50-DT,260.0
PNO1,260.0
NUP160,260.0
FAM114A1,260.0
PLEKHA8,260.0
MMP24,260.0
CENPBD1,260.0
TMEM243,260.0
NSUN3,260.0
HLA-DPB1,260.0
TMEM176B,260.0
TBP,260.0
MALT1,260.0
MSRB1,260.0
BACH1,259.0
PLD6,259.0
GABPA,259.0
MIS12,259.0
ALG1,259.0
CYREN,259.0
ITGA9-AS1,259.0
PDK1,259.0
PLA2G6,259.0
ACVR2B,259.0
ANXA4,259.0
BET1,258.0
SHROOM1,258.0
BARD1,258.0
MTHFD2L,258.0
MFSD2A,258.0
HEATR3,258.0
MGST2,258.0
ARG2,258.0
MEX3C,258.0
PGBD1,258.0
FAM27C,258.0
GAR1,258.0
TMEM209,258.0
ZWILCH,258.0
MVK,257.0
AC009549.1,257.0
NSUN6,257.0
CAV1,257.0
NOC4L,257.0
FUZ,257.0
CHI3L1,257.0
HIST3H2A,257.0
ZUP1,257.0
RSPO3,257.0
AAR2,256.0
CRAMP1,256.0
MTFMT,256.0
ZNF513,256.0
ZNF747,256.0
SOWAHB,256.0
BRD1,256.0
SNHG30,256.0
TMEM179B,256.0
LYPD8,256.0
KLHDC4,256.0
PIM2,256.0
AC008267.5,256.0
LINC01202,256.0
ZNF510,256.0
DHX37,255.0
EDEM1,255.0
SULF1,255.0
DIS3L2,255.0
PURG,255.0
GMPPA,255.0
IGFBP3,255.0
TEX30,255.0
POLR3B,255.0
GTPBP3,255.0
TAF4B,255.0
PDE10A,255.0
ELMOD2,255.0
CLGN,255.0
WDR55,255.0
ARHGEF28,255.0
CLN6,255.0
ZNF787,254.0
ACTR8,254.0
ZNF142,254.0
SEC24A,254.0
EFCAB7,254.0
SFT2D2,254.0
RAB33B,254.0
HDAC1,254.0
DUSP16,254.0
RERG,254.0
LRRC75B,254.0
PHLDA2,254.0
CNOT10,254.0
OPA3,254.0
FPGS,253.0
IKBKB,253.0
ETHE1,253.0
TRERF1,253.0
FRS3,253.0
AC006115.2,253.0
ZBTB45,253.0
TCEA3,253.0
ARVCF,253.0
KANK2,253.0
ACADS,252.0
TVP23A,252.0
EFHC1,252.0
C16orf46,252.0
KCNS2,252.0
NBPF19,252.0
ZNF117,252.0
DLG5,252.0
AL359091.1,252.0
LYSMD4,252.0
MYNN,252.0
PPP1R35,252.0
MIR22HG,252.0
OXNAD1,252.0
COQ8B,252.0
HIF3A,252.0
ADHFE1,252.0
FBN1,252.0
DCAF12,252.0
DHFR2,251.0
CYBA,251.0
MCM3,251.0
NWD1,251.0
C2orf27A,251.0
TTC5,251.0
ZBTB14,251.0
TDRKH,251.0
HUNK,251.0
SFRP1,251.0
TELO2,251.0
HAR1A,251.0
NUBPL,251.0
ANKS3,251.0
DDX39A,250.0
CYTOR,250.0
SLC7A2,250.0
GFER,250.0
KLHL29,250.0
PLEKHM1,250.0
POU2F2,250.0
CTC1,250.0
YAE1,250.0
AC018647.1,250.0
THEM6,249.0
ZNF423,249.0
UBAP1L,249.0
