cell_id,sample_id,technology,x_centroid,y_centroid,predicted_celltype,max_celltype_score
abbkfhfi-1,Br2039,Xenium,481.50897216796875,908.1992797851562,Astrocyte,4.876110076904297
abblcnea-1,Br2039,Xenium,504.5522155761719,910.5537109375,Astrocyte,5.098235130310059
abbnefff-1,Br2039,Xenium,480.8206787109375,1033.5654296875,Astrocyte,5.671582221984863
abbnmflc-1,Br2039,Xenium,505.5819091796875,1049.0513916015625,Astrocyte,5.646631240844727
abbpfgbo-1,Br2039,Xenium,495.9443664550781,1035.5140380859375,Endothelial,3.9296329021453857
abbppaah-1,Br2039,Xenium,459.5050048828125,1026.02685546875,Astrocyte,4.913883209228516
abcbcnfd-1,Br2039,Xenium,455.2192077636719,1049.18017578125,Astrocyte,4.514723777770996
abccpmln-1,Br2039,Xenium,447.44635009765625,1038.9722900390625,Astrocyte,4.975589752197266
abcdcngf-1,Br2039,Xenium,474.54022216796875,1006.2739868164062,Endothelial,3.9255499839782715
abcdoenp-1,Br2039,Xenium,484.1464538574219,993.997314453125,Endothelial,4.722201824188232
abceddmh-1,Br2039,Xenium,468.59796142578125,1014.3146362304688,Astrocyte,5.718836784362793
abcelncp-1,Br2039,Xenium,444.9765625,1012.9011840820312,Astrocyte,2.4681313037872314
abchhmdd-1,Br2039,Xenium,600.2784423828125,1507.399658203125,Endothelial,3.399198055267334
abcjhogb-1,Br2039,Xenium,591.7390747070312,1526.0003662109375,Astrocyte,3.8390722274780273
abckcein-1,Br2039,Xenium,622.1777954101562,1520.06201171875,Unknown,0.0
abcmgdbi-1,Br2039,Xenium,614.6748657226562,1515.728271484375,Astrocyte,4.079474925994873
abcmjiam-1,Br2039,Xenium,595.9783935546875,1641.2642822265625,Astrocyte,3.857126235961914
abcpaiek-1,Br2039,Xenium,625.7861328125,1642.627197265625,Astrocyte,1.1108872890472412
abcpcjem-1,Br2039,Xenium,620.6019897460938,1666.7086181640625,Astrocyte,4.116655349731445
abdfgddp-1,Br2039,Xenium,612.7009887695312,1640.4788818359375,Astrocyte,2.4284474849700928
